STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,wstatus,Labour force and employment status,sex,Sex,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,LV,Latvia,2012,,7.4,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,LV,Latvia,2013,,6.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,LV,Latvia,2014,,5.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,LV,Latvia,2015,,6.0,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,LV,Latvia,2016,,6.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,LV,Latvia,2017,,6.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,LV,Latvia,2018,,5.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,LV,Latvia,2019,,6.8,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,LV,Latvia,2020,,7.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,MT,Malta,2009,,10.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,MT,Malta,2010,,10.7,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,MT,Malta,2011,,11.5,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,MT,Malta,2012,,12.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,MT,Malta,2013,,13.1,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,MT,Malta,2014,,14.5,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,MT,Malta,2015,,13.5,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,MT,Malta,2016,,13.1,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,MT,Malta,2017,,12.8,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,MT,Malta,2018,,12.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,MT,Malta,2019,,11.5,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,MT,Malta,2020,,10.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,NL,Netherlands,2009,,33.8,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,NL,Netherlands,2010,,34.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,NL,Netherlands,2011,,35.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,NL,Netherlands,2012,,35.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,NL,Netherlands,2013,,36.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,NL,Netherlands,2014,,36.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,NL,Netherlands,2015,,36.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,NL,Netherlands,2016,,36.4,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,NL,Netherlands,2017,,36.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,NL,Netherlands,2018,,36.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,NL,Netherlands,2019,,37.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,NL,Netherlands,2020,,38.0,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PL,Poland,2009,,7.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PL,Poland,2010,,7.3,,b,break in time series,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PL,Poland,2011,,7.0,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PL,Poland,2012,,6.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PL,Poland,2013,,6.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PL,Poland,2014,,6.8,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PL,Poland,2015,,6.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PL,Poland,2016,,6.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PL,Poland,2017,,6.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PL,Poland,2018,,6.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PL,Poland,2019,,6.0,,b,break in time series,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PL,Poland,2020,,5.8,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PT,Portugal,2009,,8.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PT,Portugal,2010,,8.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PT,Portugal,2011,,8.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PT,Portugal,2012,,9.0,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PT,Portugal,2013,,9.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PT,Portugal,2014,,8.5,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PT,Portugal,2015,,8.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PT,Portugal,2016,,8.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PT,Portugal,2017,,7.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PT,Portugal,2018,,7.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PT,Portugal,2019,,7.4,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,PT,Portugal,2020,,7.0,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,RO,Romania,2009,,5.5,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,RO,Romania,2010,,6.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,RO,Romania,2011,,6.0,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,RO,Romania,2012,,5.8,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,RO,Romania,2013,,5.7,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,RO,Romania,2014,,5.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,RO,Romania,2015,,5.5,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,RO,Romania,2016,,4.7,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,RO,Romania,2017,,4.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,RO,Romania,2018,,3.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,RO,Romania,2019,,3.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,RO,Romania,2020,,3.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SE,Sweden,2009,,24.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SE,Sweden,2010,,24.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SE,Sweden,2011,,23.8,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SE,Sweden,2012,,23.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SE,Sweden,2013,,23.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SE,Sweden,2014,,23.1,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SE,Sweden,2015,,22.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SE,Sweden,2016,,22.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SE,Sweden,2017,,21.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SE,Sweden,2018,,20.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SE,Sweden,2019,,20.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SE,Sweden,2020,,20.8,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SI,Slovenia,2009,,9.4,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SI,Slovenia,2010,,10.0,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SI,Slovenia,2011,,9.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SI,Slovenia,2012,,9.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SI,Slovenia,2013,,9.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SI,Slovenia,2014,,10.0,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SI,Slovenia,2015,,10.1,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SI,Slovenia,2016,,9.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SI,Slovenia,2017,,10.4,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SI,Slovenia,2018,,9.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SI,Slovenia,2019,,8.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SI,Slovenia,2020,,8.7,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SK,Slovakia,2009,,2.4,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SK,Slovakia,2010,,2.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SK,Slovakia,2011,,2.8,,b,break in time series,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SK,Slovakia,2012,,2.8,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SK,Slovakia,2013,,3.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SK,Slovakia,2014,,3.5,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SK,Slovakia,2015,,4.1,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SK,Slovakia,2016,,4.1,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SK,Slovakia,2017,,4.1,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SK,Slovakia,2018,,3.4,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SK,Slovakia,2019,,3.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,SK,Slovakia,2020,,3.2,,,,,
